Speed,Altitude,Distance,Direction,Acceleration,RadarSignature,TrajectoryAngle,ObjectType,ThreatLevel
108,1455,64,Towards,7,5,43,Unknown,Unknown
896,12034,33,Towards,6,9,60,Fighter,Medium
1311,2273,48,Away,4,3,68,Unknown,Unknown
1785,11925,31,Away,16,2,28,Unknown,Unknown
101,360,26,Away,4,1,11,Drone,Unknown
861,554,10,Away,4,2,87,Unknown,Unknown
210,2016,98,Away,5,5,22,Helicopter,Medium
269,2054,10,Towards,4,8,37,Helicopter,Medium
773,9183,65,Towards,12,10,55,Fighter,Medium
772,8432,7,Away,6,10,44,Fighter,Medium
752,13632,64,Away,12,8,34,Fighter,Medium
118,466,18,Towards,2,2,13,Drone,Low
2599,2764,63,Away,11,5,71,Missile,Unknown
194,981,94,Away,5,5,30,Helicopter,Medium
2987,10769,54,Towards,19,8,83,Missile,High
757,11651,79,Away,8,8,32,Fighter,Medium
2917,7283,37,Towards,17,7,73,Missile,Critical
280,1859,96,Away,5,6,13,Helicopter,Medium
1564,1116,44,Towards,11,4,87,Missile,Critical
937,11441,97,Towards,9,8,44,Fighter,High
1066,13879,15,Away,11,10,38,Fighter,Medium
2489,7478,10,Towards,17,6,82,Missile,Critical
191,2688,94,Towards,2,8,27,Helicopter,Medium
785,12325,16,Towards,10,10,56,Fighter,Medium
2327,1661,92,Away,11,5,80,Missile,Unknown
913,13933,90,Towards,12,9,42,Fighter,High
282,2449,10,Away,5,6,40,Helicopter,Medium
1332,1272,6,Away,18,5,75,Missile,Unknown
1552,8149,84,Towards,10,8,90,Missile,High
650,14008,69,Towards,6,3,74,Unknown,Unknown
936,12947,43,Towards,12,8,66,Fighter,Critical
998,12196,88,Away,9,8,32,Fighter,Medium
850,12167,58,Away,10,8,31,Fighter,Medium
150,1901,81,Towards,3,5,32,Helicopter,Medium
1257,7823,98,Towards,6,9,40,Unknown,Unknown
818,14531,11,Towards,12,10,47,Fighter,Medium
86,485,25,Towards,3,1,18,Drone,Low
1115,11061,18,Away,8,9,68,Fighter,Medium
907,11789,67,Away,11,7,32,Fighter,Medium
210,2785,84,Away,3,8,17,Helicopter,Medium
874,14831,72,Away,12,7,62,Fighter,Medium
2616,3937,48,Towards,20,4,83,Missile,Critical
127,171,59,Away,3,1,13,Drone,Unknown
276,1629,45,Towards,3,7,18,Helicopter,Medium
125,352,39,Away,1,2,1,Drone,Unknown
2129,2854,59,Towards,9,3,89,Unknown,Unknown
263,2148,48,Towards,4,7,29,Helicopter,Medium
220,2098,53,Away,5,6,22,Helicopter,Medium
163,1334,82,Away,5,5,33,Helicopter,Medium
1920,2455,89,Away,10,5,81,Missile,Unknown
88,381,49,Away,4,1,12,Drone,Unknown
751,13152,53,Away,7,7,30,Fighter,Medium
733,8109,10,Towards,11,7,59,Fighter,Medium
690,10731,56,Away,16,7,20,Unknown,Unknown
106,320,12,Away,3,1,19,Drone,Unknown
133,270,28,Towards,3,2,17,Drone,Low
711,10416,29,Towards,9,10,52,Fighter,Medium
2030,5103,26,Away,16,2,1,Unknown,Unknown
2953,11279,58,Towards,17,4,78,Missile,High
1424,5947,56,Towards,13,10,41,Unknown,Unknown
1910,3946,46,Towards,14,6,83,Missile,Critical
139,243,65,Away,4,2,24,Drone,Unknown
850,13841,6,Away,9,8,44,Fighter,Medium
2249,7056,77,Away,16,4,86,Missile,Unknown
241,1519,36,Away,2,6,22,Helicopter,Medium
704,10386,42,Towards,9,8,45,Fighter,Medium
1520,3932,14,Away,7,10,74,Unknown,Unknown
2072,5885,64,Away,13,5,81,Missile,Unknown
300,1194,94,Away,4,8,19,Helicopter,Medium
833,8225,10,Towards,9,7,36,Fighter,Medium
1057,12429,67,Towards,6,7,55,Fighter,High
108,449,27,Away,3,1,3,Drone,Unknown
1358,4369,28,Away,11,10,60,Unknown,Unknown
414,10003,45,Towards,1,7,71,Unknown,Unknown
150,1138,12,Towards,5,8,35,Helicopter,Medium
240,627,58,Towards,5,6,14,Helicopter,Medium
297,2007,12,Away,2,8,38,Helicopter,Medium
122,209,43,Towards,2,2,4,Drone,Low
326,1762,81,Towards,10,2,11,Unknown,Unknown
1047,13961,46,Towards,7,9,69,Fighter,Critical
1199,9880,10,Away,5,1,74,Unknown,Unknown
417,12271,62,Towards,2,1,47,Unknown,Unknown
81,463,17,Towards,2,3,13,Drone,Low
202,1114,41,Towards,2,7,38,Helicopter,Medium
1565,6498,11,Away,13,4,88,Missile,Unknown
1123,4674,33,Away,13,5,62,Unknown,Unknown
1459,3516,100,Away,11,7,85,Missile,Unknown
1173,13208,58,Away,20,10,81,Unknown,Unknown
2061,11414,5,Away,13,1,19,Unknown,Unknown
970,3075,20,Away,13,9,88,Unknown,Unknown
1081,10006,63,Towards,6,9,67,Fighter,High
185,2627,24,Away,2,8,20,Helicopter,Medium
156,1929,58,Towards,4,6,25,Helicopter,Medium
1125,14706,99,Towards,11,8,43,Fighter,High
941,14251,6,Away,10,7,44,Fighter,Medium
949,8572,26,Towards,7,8,34,Fighter,Critical
1481,4282,35,Towards,8,8,32,Unknown,Unknown
261,2079,15,Away,2,6,36,Helicopter,Medium
1722,3278,19,Away,18,6,86,Missile,Unknown
975,8979,12,Towards,7,9,43,Fighter,Critical
707,9296,48,Away,11,9,33,Fighter,Medium
737,11785,92,Towards,10,10,48,Fighter,Medium
224,689,93,Towards,4,6,14,Helicopter,Medium
274,1609,75,Towards,3,5,35,Helicopter,Medium
152,1259,95,Towards,3,6,27,Helicopter,Medium
168,2134,44,Away,5,8,38,Helicopter,Medium
2091,9945,24,Away,10,6,86,Missile,Unknown
1125,11126,25,Towards,8,7,66,Fighter,Critical
266,577,81,Away,2,8,34,Helicopter,Medium
264,2156,32,Towards,4,8,25,Helicopter,Medium
2146,11880,69,Towards,11,8,72,Missile,High
73,104,33,Away,4,2,5,Drone,Unknown
2289,10179,18,Towards,1,3,12,Unknown,Unknown
122,104,97,Away,3,1,6,Drone,Unknown
1854,7176,87,Towards,11,5,70,Missile,High
151,2309,11,Towards,3,7,23,Helicopter,Medium
931,10027,5,Away,6,7,42,Fighter,Medium
1235,13616,58,Towards,7,8,26,Unknown,Unknown
869,9995,31,Towards,7,7,40,Fighter,Medium
280,1424,48,Away,5,7,31,Helicopter,Medium
787,12933,60,Away,12,8,32,Fighter,Medium
2309,5255,32,Towards,12,7,84,Missile,Critical
746,11423,85,Towards,6,9,37,Fighter,Medium
1371,9307,70,Towards,10,6,75,Missile,High
644,12725,56,Away,8,6,37,Unknown,Unknown
70,351,27,Away,4,3,30,Drone,Unknown
270,693,74,Towards,2,7,10,Helicopter,Medium
1272,745,42,Towards,18,4,90,Missile,Critical
271,1546,25,Away,5,7,75,Unknown,Unknown
1537,10884,75,Away,13,7,90,Missile,Unknown
2972,5263,91,Away,12,4,90,Missile,Unknown
848,11359,48,Away,6,8,48,Fighter,Medium
2224,3116,38,Away,20,5,76,Missile,Unknown
330,4453,94,Away,1,8,36,Unknown,Unknown
274,1337,10,Towards,4,5,30,Helicopter,Medium
106,244,38,Away,4,2,19,Drone,Unknown
1786,1247,63,Away,11,4,22,Unknown,Unknown
1792,9198,88,Towards,19,4,88,Missile,High
2600,9025,80,Towards,16,5,79,Missile,High
58,373,16,Away,1,3,30,Drone,Unknown
740,11661,5,Away,8,9,67,Fighter,Medium
64,381,58,Away,2,3,29,Drone,Unknown
287,2233,20,Away,3,6,30,Helicopter,Medium
93,359,82,Away,2,2,12,Drone,Unknown
2896,8994,73,Towards,11,6,85,Missile,High
1008,9830,59,Away,9,9,41,Fighter,Medium
355,9327,90,Towards,8,7,52,Unknown,Unknown
1571,8187,37,Away,14,8,90,Missile,Unknown
847,12124,50,Away,6,10,33,Fighter,Medium
67,222,97,Towards,4,3,15,Drone,Low
91,275,49,Towards,1,2,10,Drone,Low
956,9583,8,Towards,9,8,63,Fighter,Critical
839,3334,80,Towards,3,1,79,Unknown,Unknown
73,316,50,Towards,2,3,8,Drone,Low
103,421,64,Away,4,2,4,Drone,Unknown
2321,4363,43,Away,12,8,22,Unknown,Unknown
235,2789,35,Towards,2,5,36,Helicopter,Medium
231,1946,89,Away,3,6,23,Helicopter,Medium
2435,9232,88,Away,11,8,90,Missile,Unknown
94,279,84,Away,2,2,7,Drone,Unknown
320,12847,90,Towards,11,8,40,Unknown,Unknown
289,2385,16,Towards,4,5,38,Helicopter,Medium
998,9600,90,Towards,6,7,41,Fighter,High
999,9264,92,Towards,9,7,37,Fighter,High
277,2140,81,Towards,5,8,15,Helicopter,Medium
948,11674,43,Away,7,7,31,Fighter,Medium
1072,8997,49,Away,7,9,30,Fighter,Medium
203,1917,96,Towards,5,6,25,Helicopter,Medium
1401,12552,81,Towards,9,5,56,Unknown,Unknown
650,12892,53,Towards,3,5,87,Unknown,Unknown
986,10727,67,Away,6,10,36,Fighter,Medium
1444,6409,10,Away,3,9,13,Unknown,Unknown
2098,8026,95,Towards,9,6,12,Unknown,Unknown
574,13939,48,Away,11,3,76,Unknown,Unknown
175,1883,15,Towards,3,7,28,Helicopter,Medium
1912,8738,28,Away,11,6,89,Missile,Unknown
231,2524,69,Towards,2,6,34,Helicopter,Medium
1141,12279,70,Away,9,10,54,Fighter,Medium
897,11223,41,Towards,12,7,63,Fighter,Medium
278,749,19,Towards,3,5,14,Helicopter,Medium
225,544,40,Away,5,8,22,Helicopter,Medium
149,330,63,Away,3,3,25,Drone,Unknown
1127,14598,47,Towards,9,8,63,Fighter,Critical
272,2171,40,Towards,4,7,24,Helicopter,Medium
2473,7699,5,Towards,10,4,76,Missile,Critical
1050,8283,56,Away,7,9,56,Fighter,Medium
1706,1355,35,Away,15,7,87,Missile,Unknown
64,299,39,Away,3,1,17,Drone,Unknown
2027,1318,39,Towards,13,4,82,Missile,Critical
2948,5585,21,Away,12,6,90,Missile,Unknown
1108,9655,20,Away,9,8,68,Fighter,Medium
115,113,55,Towards,3,3,26,Drone,Low
98,358,93,Away,1,2,3,Drone,Unknown
881,13949,49,Towards,10,7,43,Fighter,Medium
240,828,34,Towards,5,7,34,Helicopter,Medium
1501,1618,20,Away,11,6,73,Missile,Unknown
263,1421,64,Away,5,6,33,Helicopter,Medium
895,11989,65,Away,7,8,59,Fighter,Medium
782,12728,47,Away,6,10,54,Fighter,Medium
1709,11679,38,Towards,15,5,72,Missile,Critical
125,320,75,Away,3,3,10,Drone,Unknown
115,235,88,Away,1,3,11,Drone,Unknown
292,1066,50,Towards,5,5,40,Helicopter,Medium
716,13481,75,Towards,11,8,63,Fighter,Medium
1816,9274,8,Towards,12,7,63,Unknown,Unknown
86,168,98,Towards,1,3,19,Drone,Low
120,480,60,Away,2,3,13,Drone,Unknown
166,13223,46,Towards,15,10,67,Unknown,Unknown
1917,7742,20,Towards,12,8,87,Missile,Critical
1626,2930,5,Towards,13,8,78,Missile,Critical
2703,3385,94,Away,16,7,81,Missile,Unknown
950,10288,82,Towards,10,7,48,Fighter,High
902,12950,87,Away,12,7,64,Fighter,Medium
1059,9358,10,Away,6,10,58,Fighter,Medium
118,421,20,Towards,3,3,18,Drone,Low
2073,2501,88,Away,3,3,72,Unknown,Unknown
71,165,87,Away,3,3,18,Drone,Unknown
2207,6742,52,Towards,11,6,72,Missile,High
873,12453,13,Away,6,7,36,Fighter,Medium
933,10728,67,Towards,10,10,40,Fighter,High
1099,9730,78,Away,10,10,45,Fighter,Medium
60,466,37,Towards,3,3,2,Drone,Low
95,269,30,Towards,4,3,2,Drone,Low
117,2718,36,Towards,19,7,12,Unknown,Unknown
748,14420,63,Away,10,9,35,Fighter,Medium
157,1254,37,Away,4,8,26,Helicopter,Medium
117,293,75,Away,2,3,23,Drone,Unknown
1176,11922,14,Away,8,8,49,Fighter,Medium
188,1083,70,Away,5,7,35,Helicopter,Medium
70,234,93,Away,3,3,25,Drone,Unknown
2083,713,52,Away,20,6,80,Missile,Unknown
185,929,40,Towards,4,7,19,Helicopter,Medium
115,413,62,Away,2,2,17,Drone,Unknown
2549,11514,34,Towards,20,4,85,Missile,Critical
1822,9074,69,Away,19,8,84,Unknown,Unknown
174,2185,77,Towards,3,8,25,Helicopter,Medium
2608,6024,48,Away,15,5,79,Missile,Unknown
2964,7848,23,Towards,10,6,81,Missile,Critical
1862,3042,35,Towards,18,4,85,Missile,Critical
1465,3221,17,Towards,13,6,87,Missile,Critical
1670,1463,80,Towards,16,8,86,Missile,High
1259,9681,65,Towards,10,8,70,Missile,High
80,8790,15,Towards,8,2,41,Unknown,Unknown
321,4648,86,Away,5,1,12,Unknown,Unknown
1933,11349,29,Towards,12,6,71,Missile,Critical
952,8897,80,Towards,11,8,40,Fighter,High
1190,8852,87,Towards,12,9,38,Fighter,High
175,2743,78,Towards,2,5,28,Helicopter,Medium
770,9255,47,Towards,12,7,49,Fighter,Medium
117,265,46,Away,1,1,8,Drone,Unknown
732,10519,61,Away,11,7,33,Fighter,Medium
2142,8882,84,Away,18,4,88,Missile,Unknown
70,438,50,Away,4,3,11,Drone,Unknown
138,312,87,Towards,4,1,8,Drone,Low
1846,10594,70,Away,19,6,90,Missile,Unknown
77,411,94,Towards,1,2,26,Drone,Low
2520,3331,48,Away,14,4,79,Missile,Unknown
748,14899,22,Away,9,8,35,Fighter,Medium
277,2782,76,Towards,4,5,40,Helicopter,Medium
200,903,9,Towards,4,5,25,Helicopter,Medium
2208,11894,33,Away,8,6,24,Unknown,Unknown
1817,1803,35,Away,12,4,89,Missile,Unknown
111,425,24,Towards,1,1,12,Drone,Low
119,242,31,Towards,2,1,14,Drone,Low
264,2234,5,Towards,5,8,10,Helicopter,Medium
103,361,47,Away,2,1,16,Drone,Unknown
2547,11560,27,Away,18,5,88,Missile,Unknown
787,8001,78,Towards,6,9,35,Fighter,Medium
2790,10737,6,Towards,13,8,89,Missile,Critical
2792,9756,52,Away,12,6,77,Missile,Unknown
725,8074,60,Towards,12,10,47,Fighter,Medium
2573,3621,11,Away,12,8,79,Missile,Unknown
263,2638,47,Away,4,6,23,Helicopter,Medium
2007,4613,44,Away,13,4,87,Missile,Unknown
125,406,36,Away,4,2,21,Drone,Unknown
1143,10827,33,Towards,6,7,68,Fighter,Critical
140,414,47,Towards,2,3,1,Drone,Low
592,9851,62,Towards,15,2,36,Unknown,Unknown
253,1293,14,Away,3,7,29,Helicopter,Medium
238,2676,31,Towards,2,5,20,Helicopter,Medium
66,111,18,Away,1,3,29,Drone,Unknown
267,1374,14,Towards,3,6,30,Helicopter,Medium
1399,251,21,Away,9,5,75,Unknown,Unknown
1356,1216,7,Towards,2,1,58,Unknown,Unknown
222,4545,99,Away,19,6,12,Unknown,Unknown
1050,10680,39,Towards,6,8,47,Fighter,Critical
1007,8604,55,Towards,10,7,37,Fighter,High
213,2145,69,Towards,3,6,20,Helicopter,Medium
870,11175,12,Towards,6,10,48,Fighter,Medium
1885,13480,92,Towards,10,1,17,Unknown,Unknown
296,1829,48,Away,4,8,14,Helicopter,Medium
1222,12996,52,Away,10,10,30,Unknown,Unknown
853,9220,25,Away,6,8,43,Fighter,Medium
171,1503,52,Away,4,5,13,Helicopter,Medium
1820,5444,24,Towards,19,7,83,Missile,Critical
100,382,76,Away,1,2,21,Drone,Unknown
74,236,48,Away,1,1,21,Drone,Unknown
1794,1035,23,Towards,6,4,46,Unknown,Unknown
1134,8959,74,Towards,9,10,55,Fighter,High
857,14722,73,Away,8,8,40,Fighter,Medium
116,387,37,Towards,4,2,16,Drone,Low
948,10123,37,Towards,13,5,45,Unknown,Unknown
79,473,29,Towards,3,3,25,Drone,Low
111,189,69,Away,3,2,9,Drone,Unknown
366,14726,99,Away,11,1,50,Unknown,Unknown
799,9309,12,Away,7,9,62,Fighter,Medium
1011,14096,60,Towards,6,9,49,Fighter,High
882,13411,28,Towards,10,8,58,Fighter,Medium
983,13131,44,Away,11,10,46,Fighter,Medium
105,193,39,Towards,2,2,24,Drone,Low
1616,3810,29,Towards,14,7,80,Missile,Critical
129,438,62,Away,2,3,13,Drone,Unknown
1365,1625,48,Away,17,5,85,Missile,Unknown
1008,10653,10,Away,6,7,40,Fighter,Medium
1683,7474,56,Towards,20,6,90,Missile,High
107,344,7,Towards,3,1,2,Drone,Low
179,780,68,Away,5,6,32,Helicopter,Medium
1650,6336,7,Towards,11,5,78,Missile,Critical
1646,5089,29,Towards,15,6,89,Missile,Critical
962,2011,90,Away,14,1,12,Unknown,Unknown
809,8196,81,Towards,10,9,45,Fighter,Medium
73,143,42,Away,3,1,14,Drone,Unknown
171,2712,42,Away,4,8,23,Helicopter,Medium
1866,2785,16,Towards,2,10,40,Unknown,Unknown
708,12009,68,Towards,8,9,52,Fighter,Medium
1274,9832,30,Away,11,6,81,Missile,Unknown
936,10266,29,Away,9,10,33,Fighter,Medium
69,172,40,Towards,4,2,15,Drone,Low
88,128,80,Away,2,1,24,Drone,Unknown
887,10293,34,Towards,4,2,15,Unknown,Unknown
2780,3338,90,Towards,13,8,72,Missile,High
2490,4381,26,Away,10,4,73,Missile,Unknown
2724,3610,50,Towards,17,5,77,Missile,High
1562,10319,64,Away,10,7,79,Missile,Unknown
800,11696,93,Away,11,10,54,Fighter,Medium
1193,10539,25,Away,9,8,36,Fighter,Medium
899,12632,74,Towards,10,8,37,Fighter,Medium
2543,5930,89,Away,17,5,77,Missile,Unknown
839,14628,71,Away,8,10,65,Fighter,Medium
1757,13187,48,Away,20,2,27,Unknown,Unknown
1042,12976,18,Towards,9,10,50,Fighter,Critical
1475,2278,41,Towards,14,7,77,Missile,Critical
182,1627,17,Away,5,6,40,Helicopter,Medium
716,8952,69,Towards,9,7,30,Fighter,Medium
96,437,42,Towards,4,1,16,Drone,Low
1079,13820,44,Towards,8,8,44,Fighter,Critical
2187,8609,26,Away,11,4,71,Unknown,Unknown
800,13394,80,Away,11,10,65,Fighter,Medium
227,1651,93,Away,3,5,23,Helicopter,Medium
51,263,99,Away,1,3,19,Drone,Unknown
808,13356,51,Away,6,9,56,Fighter,Medium
2454,6265,63,Away,3,9,25,Unknown,Unknown
795,9932,38,Towards,9,10,58,Fighter,Medium
1034,13162,57,Away,6,10,62,Fighter,Medium
493,14546,67,Towards,5,5,23,Unknown,Unknown
730,14162,42,Away,7,7,40,Fighter,Medium
80,439,57,Towards,4,2,12,Drone,Low
862,11470,13,Away,7,9,34,Fighter,Medium
142,100,96,Towards,2,2,19,Drone,Low
1096,13095,18,Towards,10,8,47,Fighter,Critical
335,14093,42,Towards,18,6,41,Unknown,Unknown
165,1427,5,Towards,3,6,38,Helicopter,Medium
1082,10844,30,Away,7,9,65,Fighter,Medium
146,165,77,Towards,2,2,4,Drone,Low
1139,13990,60,Away,10,7,53,Fighter,Medium
2237,6805,33,Towards,20,6,88,Missile,Critical
280,2776,7,Towards,5,7,36,Helicopter,Medium
282,846,17,Away,2,5,10,Helicopter,Medium
1437,5905,93,Towards,15,4,71,Missile,High
739,14144,54,Away,2,8,86,Unknown,Unknown
85,427,34,Away,3,2,27,Drone,Unknown
189,1990,55,Towards,5,7,18,Helicopter,Medium
232,1714,82,Towards,2,8,14,Helicopter,Medium
1211,4608,39,Away,14,5,75,Missile,Unknown
1184,8878,73,Towards,11,8,63,Fighter,High
1528,4416,16,Towards,19,5,82,Missile,Critical
1116,9151,48,Away,20,3,24,Unknown,Unknown
66,336,30,Away,2,3,16,Drone,Unknown
771,13582,54,Away,7,10,63,Fighter,Medium
890,14988,43,Towards,9,8,54,Fighter,Medium
2377,11501,18,Towards,11,1,58,Unknown,Unknown
209,2397,49,Towards,3,8,26,Helicopter,Medium
1433,1975,97,Towards,15,7,81,Missile,High
90,385,32,Away,3,2,4,Drone,Unknown
133,215,70,Towards,4,1,23,Drone,Low
169,1297,58,Towards,2,8,19,Helicopter,Medium
57,118,89,Towards,2,3,19,Drone,Low
70,112,49,Away,4,3,20,Drone,Unknown
2807,527,34,Towards,13,4,85,Missile,Critical
122,484,41,Away,1,2,2,Drone,Unknown
282,601,52,Towards,5,7,19,Helicopter,Medium
211,1515,57,Away,5,8,25,Helicopter,Medium
100,444,52,Away,3,1,0,Drone,Unknown
2451,3162,91,Away,13,7,70,Missile,Unknown
1599,3114,77,Away,13,4,87,Unknown,Unknown
811,13293,5,Away,12,10,62,Fighter,Medium
1909,3715,69,Away,15,4,84,Missile,Unknown
61,110,12,Away,1,2,9,Drone,Unknown
751,9879,25,Away,8,8,35,Fighter,Medium
64,101,49,Towards,1,1,4,Drone,Low
2067,6366,50,Away,13,8,89,Missile,Unknown
109,212,88,Towards,4,1,4,Drone,Low
1882,309,97,Towards,11,8,87,Unknown,Unknown
2771,7941,49,Towards,16,8,87,Missile,Critical
735,209,17,Towards,4,10,56,Unknown,Unknown
2055,12630,72,Away,1,7,76,Unknown,Unknown
2101,13500,27,Away,16,9,38,Unknown,Unknown
156,1639,18,Towards,2,7,30,Helicopter,Medium
766,13318,71,Away,7,7,49,Fighter,Medium
1466,9119,63,Towards,12,7,77,Missile,High
969,13362,44,Away,12,7,59,Fighter,Medium
2676,705,33,Towards,11,7,81,Missile,Critical
795,2679,15,Towards,9,9,72,Unknown,Unknown
990,4375,24,Towards,16,6,48,Unknown,Unknown
98,430,81,Away,2,3,28,Drone,Unknown
518,5945,46,Towards,15,3,89,Unknown,Unknown
243,2904,88,Towards,4,5,17,Helicopter,Medium
1527,5028,27,Towards,11,8,36,Unknown,Unknown
77,300,98,Away,2,2,25,Drone,Unknown
1441,5162,90,Towards,18,8,72,Missile,High
68,423,20,Towards,1,3,30,Drone,Low
2483,11198,42,Away,10,5,79,Missile,Unknown
1069,8129,10,Towards,7,7,49,Fighter,Critical
262,1498,49,Towards,4,8,31,Helicopter,Medium
112,326,45,Towards,4,2,8,Drone,Low
1069,14938,52,Away,10,9,47,Fighter,Medium
2660,4151,78,Away,12,6,76,Missile,Unknown
211,2417,86,Towards,4,6,15,Helicopter,Medium
911,13726,13,Towards,8,9,49,Fighter,Critical
120,197,79,Towards,3,2,1,Drone,Low
1365,6055,80,Towards,16,4,71,Unknown,Unknown
904,12080,51,Away,12,10,61,Fighter,Medium
1190,13495,81,Away,9,8,61,Fighter,Medium
1021,12056,6,Towards,7,9,40,Fighter,Critical
712,9579,62,Away,12,10,45,Fighter,Medium
1067,12021,13,Towards,8,9,52,Fighter,Critical
2193,1788,56,Towards,18,3,69,Unknown,Unknown
1453,9289,39,Away,10,7,83,Missile,Unknown
482,2283,46,Towards,12,5,14,Unknown,Unknown
1544,2367,77,Towards,10,5,64,Unknown,Unknown
289,2696,80,Towards,3,6,23,Helicopter,Medium
129,456,12,Away,2,3,10,Drone,Unknown
719,11202,58,Away,9,8,47,Fighter,Medium
2466,987,62,Towards,20,6,86,Missile,High
1258,7046,48,Towards,6,1,44,Unknown,Unknown
284,1677,33,Towards,5,6,34,Helicopter,Medium
1706,10854,54,Away,4,1,79,Unknown,Unknown
256,2689,16,Towards,3,7,32,Helicopter,Medium
762,14330,67,Towards,9,7,70,Fighter,Medium
73,203,52,Towards,4,3,1,Drone,Low
1465,10145,32,Towards,10,4,87,Missile,Critical
1097,14877,33,Towards,12,10,69,Fighter,Critical
1614,7783,8,Away,11,7,75,Missile,Unknown
1772,9484,93,Towards,2,8,77,Unknown,Unknown
255,2180,75,Away,5,7,20,Helicopter,Medium
1407,4252,46,Towards,12,6,15,Unknown,Unknown
2582,8813,82,Towards,19,8,90,Missile,High
1526,8825,37,Towards,17,4,70,Missile,Critical
262,2295,48,Away,2,8,13,Helicopter,Medium
1248,9613,68,Away,16,8,73,Missile,Unknown
171,1928,90,Away,2,8,30,Helicopter,Medium
996,10709,69,Away,10,10,35,Fighter,Medium
807,14443,15,Towards,6,10,61,Fighter,Medium
181,2035,100,Away,3,6,17,Helicopter,Medium
726,12902,44,Towards,12,8,30,Fighter,Medium
194,1765,77,Towards,3,5,18,Helicopter,Medium
141,412,36,Away,4,1,16,Drone,Unknown
1134,8244,25,Towards,9,7,54,Fighter,Critical
154,2527,72,Away,2,5,36,Helicopter,Medium
90,234,53,Towards,1,1,3,Drone,Low
154,1935,8,Towards,5,6,33,Helicopter,Medium
121,486,60,Away,1,2,16,Drone,Unknown
1570,8751,77,Away,14,8,75,Missile,Unknown
168,818,22,Towards,2,6,21,Helicopter,Medium
230,833,5,Towards,4,5,21,Helicopter,Medium
56,113,78,Away,2,1,9,Drone,Unknown
407,316,6,Towards,1,4,23,Unknown,Unknown
97,458,22,Away,2,1,15,Drone,Unknown
860,8246,87,Towards,11,8,54,Fighter,Medium
721,13562,24,Away,9,7,33,Fighter,Medium
278,2186,23,Towards,2,8,33,Helicopter,Medium
262,2256,62,Towards,3,5,34,Helicopter,Medium
85,349,52,Away,1,1,16,Drone,Unknown
2492,3751,24,Towards,10,6,70,Missile,Critical
134,307,66,Away,3,2,15,Drone,Unknown
158,2382,26,Towards,3,8,38,Helicopter,Medium
835,13899,78,Towards,11,7,35,Fighter,Medium
187,2342,53,Towards,5,8,24,Helicopter,Medium
1707,3210,67,Away,11,4,89,Missile,Unknown
1648,1892,88,Away,13,6,60,Unknown,Unknown
116,486,64,Towards,3,1,2,Drone,Low
1679,10927,44,Towards,15,6,85,Missile,Critical
185,2164,6,Towards,3,8,17,Helicopter,Medium
106,14848,26,Away,7,1,59,Unknown,Unknown
933,12577,93,Away,11,10,46,Fighter,Medium
125,266,7,Towards,3,1,17,Drone,Low
102,326,96,Away,3,3,15,Drone,Unknown
886,10756,84,Towards,6,10,70,Fighter,Medium
62,157,69,Away,3,1,22,Drone,Unknown
77,406,24,Towards,4,3,5,Drone,Low
117,381,80,Towards,1,1,15,Drone,Low
949,13695,62,Away,11,10,56,Fighter,Medium
328,14315,25,Away,14,1,47,Unknown,Unknown
100,189,57,Towards,1,3,3,Drone,Low
1532,5102,67,Away,11,8,87,Missile,Unknown
978,11861,65,Away,10,10,44,Fighter,Medium
937,13955,42,Towards,20,1,4,Unknown,Unknown
279,2617,35,Away,2,7,39,Helicopter,Medium
80,441,92,Away,4,1,9,Drone,Unknown
2524,7016,42,Towards,10,6,71,Missile,Critical
2939,7063,83,Away,20,5,83,Missile,Unknown
2811,7251,94,Away,19,8,71,Missile,Unknown
809,14004,52,Towards,9,7,69,Fighter,Medium
217,1102,8,Away,5,6,27,Helicopter,Medium
719,14406,72,Away,1,1,15,Unknown,Unknown
94,436,96,Towards,4,2,28,Drone,Low
1617,714,99,Away,16,4,71,Missile,Unknown
97,224,19,Towards,1,1,11,Drone,Low
204,717,60,Towards,2,5,14,Helicopter,Medium
1402,3125,57,Away,15,1,84,Unknown,Unknown
1586,11201,44,Towards,15,8,74,Missile,Critical
2631,8589,96,Towards,17,6,82,Missile,High
1631,5422,47,Away,18,4,77,Missile,Unknown
174,2879,96,Towards,3,7,15,Helicopter,Medium
2416,5478,96,Away,14,7,83,Missile,Unknown
235,1412,100,Away,3,7,31,Helicopter,Medium
287,715,41,Away,2,6,18,Helicopter,Medium
2511,2961,68,Towards,13,5,76,Missile,High
890,8784,37,Towards,11,10,44,Fighter,Medium
177,2512,64,Away,2,8,19,Helicopter,Medium
284,2179,48,Towards,4,8,33,Helicopter,Medium
126,131,81,Towards,3,3,24,Drone,Low
75,301,81,Away,1,1,14,Drone,Unknown
187,2981,22,Away,5,8,16,Helicopter,Medium
82,3575,50,Towards,11,4,72,Unknown,Unknown
2211,4879,37,Towards,11,7,86,Missile,Critical
1280,3817,35,Away,13,7,87,Missile,Unknown
1766,7183,54,Towards,18,5,65,Unknown,Unknown
261,2215,74,Towards,3,5,28,Helicopter,Medium
130,232,32,Away,1,2,22,Drone,Unknown
119,338,5,Away,4,2,24,Drone,Unknown
2672,3280,58,Towards,12,5,77,Missile,High
1544,6238,33,Away,14,4,90,Missile,Unknown
916,9648,77,Towards,8,7,59,Fighter,High
166,627,34,Away,2,8,25,Helicopter,Medium
